self_BFI_1,self_BFI_2,self_BFI_3,self_BFI_4,self_BFI_5,self_BFI_6,self_BFI_7,self_BFI_8,self_BFI_9,self_BFI_10,self_BFI_11,self_BFI_12,self_BFI_13,self_BFI_14,self_BFI_15,self_BFI_16,self_BFI_17,self_BFI_18,self_BFI_19,self_BFI_20,self_BFI_21,self_BFI_22,self_BFI_23,self_BFI_24,self_BFI_25,self_BFI_26,self_BFI_27,self_BFI_28,self_BFI_29,self_BFI_30,self_BFI_31,self_BFI_32,self_BFI_33,self_BFI_34,self_BFI_35,self_BFI_36,self_BFI_37,self_BFI_38,self_BFI_39,self_BFI_40,self_BFI_41,self_BFI_42,self_BFI_43,self_BFI_44,self_BFI_45,self_BFI_46,self_BFI_47,self_BFI_48,self_BFI_49,self_BFI_50,self_BFI_51,self_BFI_52,self_BFI_53,self_BFI_54,self_BFI_55,self_BFI_56,self_BFI_57,self_BFI_58,self_BFI_59,self_BFI_60,self_condition,self_Part_ID,self_BRF_1_1,self_BRF_2_1,self_BRF_3,self_BRF_4,self_BRF_4_1,self_BRF_4_2,self_BRF_5,self_BRF_6,self_IR_1,self_IR_2,self_IR_3,self_IR_4,self_IR_5,self_IR_6,self_IR_7,self_IR_8,self_IR_9,self_IR_10,self_IR_11,self_IR_12,self_MIRW_1,self_MIRW_2,self_V_Q1,self_DB_1,self_DB_2,self_DB_3,self_DB_4,self_DB_5,self_DB_6,self_GLTEQ_1,self_GLTEQ_2,self_GLTEQ_3,self_RB_1,self_RB_2,self_RB_3,self_RB_4,self_RB_5,self_RB_2_1,self_RB_2_2,self_RB_3.1,self_RB_4.1,self_PATH_1.1_1,self_PATH_1.1_2,self_PATH_1.1_3,self_PATH_1.1_4,self_PATH_1.1_5,self_PATH_1.1_6,self_PATH_1.1_7,self_PATH_1.1_8,self_PATH_1.1_9,self_PATH_1.1_10,self_CA_1.7.1_1,self_CA_1.7.1_2,self_CA_1.7.1_3,self_CA_1.7.1_4,self_CA_1.7.1_5,self_CA_1.7.1_6,self_CA_1.7.1_7,self_CA_8,self_D_1,self_D_2,self_D_3,self_D_3_7_TEXT,self_D_4,self_D_5,self_D_6,self_D_7_1,self_peer.rating,self_ext_total,self_agr_total,self_con_total,self_neu_total,self_ope_total
4,5,3,2,4,5,5,3,1,5,5,4,4,2,4,3,5,4,3,3,5,5,2,3,4,4,5,2,1,4,3,4,4,2,3,5,5,2,3,5,4,4,5,2,5,4,5,2,3,1,5,5,3,3,3,NA,3,2,3,4,I,5437,7,6,2,2,3.7,,2,2,1,1,6,6,6,3,3,4,5,6,7,3,172,83.9,0,1,1,1,1,2,2,0,5,5,3,3,3,0,0,3,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,23,7,filipino,canada,english,17,5,1,47,55,36,28,45
5,5,5,4,2,4,5,4,2,4,5,4,5,4,4,5,5,5,4,4,5,4,2,2,2,4,4,4,4,4,2,5,5,5,4,4,4,5,4,4,4,4,4,2,5,5,5,5,5,2,5,5,4,5,2,5,4,2,4,4,O,5275,6,7,3,2,3.85,,0,1,1,1,3,3,4,4,1,2,2,1,4,4,163,52,50,1,1,1,1,1,1,5,0,4,0,0,0,0,0,3,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,19,2,NA,Canada,English,13,5,1,53,54,50,45,41
2,5,3,3,3,3,5,3,3,5,4,3,5,3,3,2,5,3,4,4,4,2,3,3,4,3,4,4,3,4,1,4,3,4,4,3,5,3,3,4,3,3,5,2,3,2,5,5,4,4,4,5,5,3,3,4,4,4,4,3,IS,5296,4,4,1,2,74%,,3,2,1,1,5,4,6,5,5,4,6,5,4,3,159,"im not sure, I choose not to know my weight due to past difficulties/disorder",2,1,1,1,1,2,1,0,0,6,7,1,3,0,0,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,25,7,Persian,Iran,Farsi,18,5,1,35,50,46,39,44
2,4,2,5,2,1,5,1,3,3,2,2,4,3,2,1,4,2,4,4,1,4,1,5,4,2,2,2,4,2,1,2,3,4,2,1,4,2,5,4,2,2,4,4,4,1,2,5,4,4,2,4,2,4,4,2,2,2,4,2,O,5354,4,3,0,2,72,,0,2,1,1,3,3,7,7,3,2,6,5,5,5,152,75,4,2,2,1,1,1,1,0,0,3,4,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,20,7,South Asian,India,English,13,5,1,18,37,30,49,37
4,5,4,2,4,3,5,2,2,5,3,3,5,4,4,2,5,5,3,2,3,4,2,3,3,3,4,3,3,4,2,4,3,3,4,3,5,3,3,4,3,4,5,1,5,4,5,2,2,1,3,5,5,4,3,4,5,3,3,3,IS,5369,5,7,1,2,75,,2,2,1,1,7,3,7,5,4,4,5,5,5,3,160,59,12,3,2,2,1,3,3,0,0,1,5,1,1,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,20,2,NA,canada,English,15,5,1,37,54,42,33,42
2,3,2,4,2,3,2,4,2,3,4,4,4,2,3,3,2,4,4,3,3,2,4,2,3,4,5,3,3,4,4,2,4,2,2,4,3,3,4,4,1,2,4,3,2,4,3,4,2,2,4,2,5,2,4,1,3,4,1,3,E,5417,3,NA,1,2,60,,0,1,1,1,3,3,5,4,3,5,3,5,5,2,177,60,0,1,1,1,1,1,1,1,1,1,no,no,no,no,no,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,20,2,NA,China,Mandarin,15,4,1,37,33,45,31,35
2,3,2,2,2,2,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,2,I,5393,5,3,1,2,60,,0,2,1,1,3,3,4,3,4,3,5,4,3,2,170,54,0,1,1,1,1,1,1,no,no,no,0,0,0,0,0,no,no,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,20,2,NA,China,Chinese,15,3,1,32,36,36,36,34
4,4,3,1,3,3,5,2,3,5,4,4,4,5,5,2,5,3,4,3,5,5,2,1,4,2,5,1,2,2,2,4,2,5,5,5,3,3,4,4,3,2,5,5,4,3,4,2,4,1,5,5,3,4,4,4,4,2,5,4,I,5340,7,5,5,2,77,,2,2,1,1,7,7,7,6,4,4,4,5,5,4,155,55,0,1,1,2,1,1,1,1,4,6,2,2,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,3,2,20,2,NA,Canada,English,15,5,1,42,50,32,43,44
4,4,2,4,5,4,4,2,2,5,5,2,2,4,4,4,5,1,4,5,4,2,2,2,5,5,5,2,4,5,1,2,1,4,5,3,2,4,4,5,2,5,2,5,4,4,5,1,5,5,4,4,3,4,5,4,4,1,5,4,O,5335,6,5,3,2,82.4,,1,2,2,1,NA,3,NA,3,NA,1,NA,2,NA,3,167,59,5,1,1,1,1,1,1,0,0,3,4,0,1,0,0,4,2,4,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,3,2,23,2,NA,China,Mandarin,16,5,1,44,44,23,47,57
3,5,3,4,4,5,5,2,3,4,4,2,3,3,5,2,5,4,4,4,3,4,2,2,3,3,5,4,3,3,3,5,4,5,4,3,5,2,3,4,4,3,5,3,4,3,5,3,4,4,5,5,5,2,3,5,3,4,5,3,IS,5521,7,5,1,2,86,,4,2,1,1,3,3,7,6,5,5,6,6,3,2,175cm,56kg,18,2,1,1,1,1,1,0,2,5,5,1,0,0,0,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,19,5,NA,Colombia,Spanish,14,5,1,43,52,41,41,45
3,2,4,2,3,2,4,2,3,4,3,3,4,3,3,2,4,4,4,4,3,4,2,3,4,3,3,3,3,3,2,4,3,3,3,3,4,4,4,4,2,3,3,2,3,2,3,3,4,4,3,4,4,4,3,3,4,4,2,3,E,5358,4,4,0,2,80,,0,2,1,1,6,6,6,6,5,5,6,6,5,3,150,38,96,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,20,7,South Asian,India ,gujarati ,14,5,1,31,42,40,37,41
2,4,4,2,3,2,5,3,2,3,3,2,4,2,2,2,4,4,2,3,2,5,4,2,2,1,4,4,2,3,2,3,4,2,3,2,5,3,2,3,2,3,4,2,4,3,4,4,3,2,2,4,4,2,2,3,4,4,3,3,I,5376,4,4,0,2,82,,0,1,1,1,3,3,3,1,5,5,6,6,2,2,182,51,0,1,1,1,1,1,1,0,2,0,No,No,No,No,No,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,20,2,NA,Taiwan,Mandarin,13,4,1,26,47,46,26,33
5,5,4,3,3,3,3,3,3,NA,3,3,3,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,O,3371,4,4,2,2,3,,10,2,1,1,7,7,7,7,5,5,6,6,4,4,180,57,-,1,1,1,1,1,1,-,-,-,13,1,0,0,0,0,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,NA,2,NA,India,english,15,5,1,38,38,37,36,30
3,5,4,4,4,3,4,2,5,2,2,2,5,5,3,3,5,3,4,2,3,3,3,3,1,3,4,4,4,5,3,5,2,4,4,2,4,3,5,4,2,2,5,2,4,4,5,3,4,1,3,5,4,5,3,3,3,5,5,3,IS,5323,3,5,1,2,72,,0.5,2,1,1,7,7,5,5,5,5,6,6,5,4,157,52,3,2,1,1,1,1,1,3,1,1,5,0,0,0,0,1,1,5,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,1,2,21,7,indian,Canada,english,15,5,1,34,47,43,50,36
4,5,5,1,5,4,4,5,2,5,5,2,4,1,4,2,4,4,2,4,4,5,5,1,5,5,4,4,1,5,2,4,4,2,5,5,2,5,1,5,4,5,5,1,5,2,5,5,4,5,4,4,5,1,5,4,5,5,1,4,O,5443,7,5,1,2,84,,1,1,1,1,5,4,5,5,5,5,5,4,2,2,167,63,40,1,1,2,2,1,1,5,8,7,2,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,3,2,19,1,NA,Canada,English,14,5,1,45,49,56,18,57
3,4,5,3,4,4,5,3,1,4,4,3,4,2,3,3,4,4,3,4,4,2,3,2,3,3,4,3,3,3,3,4,4,4,4,4,3,3,3,4,4,4,5,2,5,3,4,3,4,3,3,5,2,3,3,4,5,3,3,4,IS,5446,7,5,0,2,73,,7,2,1,1,4,4,5,5,2,5,4,6,6,4,172,110,2,2,1,2,2,2,1,3,3,7,20,8,2,0,28,2,2,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,4,2,19,7,indian,Canada,english,13,5,1,42,47,42,33,44
3,5,5,2,2,2,4,4,4,2,4,2,5,1,2,2,4,5,3,2,3,5,2,2,1,5,2,5,5,NA,2,4,5,4,2,2,3,4,3,3,4,2,5,1,1,2,4,5,2,1,5,4,4,2,1,2,2,5,2,2,I,5444,6,5,0,2,89,,3,2,1,1,3,3,6,6,5,5,6,6,1,1,168,56,20,2,1,1,1,1,1,3,2,7,2,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,4,2,NA,7,South Asian,India,English,16,5,1,36,41,54,31,19
4,5,4,3,5,3,4,3,2,5,3,3,4,2,2,3,4,5,3,5,3,5,1,2,3,2,4,5,2,4,3,3,4,2,4,4,5,4,3,4,2,2,3,2,5,5,5,5,4,5,2,5,4,3,2,4,4,4,2,3,E,5433,8,6,5,2,70,,1,1,1,1,3,3,3,3,3,4,4,5,4,3,165,54,7,2,2,2,1,2,1,0,7,7,5,2,0,0,2,5,3,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,4,2,24,7,Syrian-Brazilian,Canada,English,17,5,1,38,49,46,30,47
4,4,3,4,4,4,4,3,3,3,4,4,4,4,3,4,4,3,3,4,3,3,3,2,3,4,4,2,2,4,4,4,3,3,4,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,4,4,3,3,2,3,4,4,4,4,E,5447,5,6,3,2,73,,1,1,1,1,7,7,5,5,3,4,5,5,4,1,158,55,0,2,1,1,1,3,3,1,0,0,5,0,0,0,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,21,2,NA,Korea,Korean,12,3,1,44,46,38,37,41
2,5,2,5,4,1,4,1,5,2,3,3,5,4,2,3,3,1,4,2,1,3,1,4,2,2,4,2,4,3,3,5,2,5,3,2,5,2,4,5,2,3,5,5,4,3,4,2,5,4,1,4,1,5,2,4,3,2,5,3,IS,5388,5,4,0,2,3.75,,0,1,1,1,3,3,5,4,4,4,6,6,5,5,5 foot 7 inches,56 kg,25,2,1,2,1,1,1,0,1,0,yes,no,no,no,no,0,0,NA,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,18,2,NA,Hong Kong,Hong Kong,12,5,1,27,46,26,55,36
4,5,2,2,3,3,4,2,2,5,4,2,3,4,3,3,5,2,3,4,3,3,3,4,5,4,2,2,3,4,3,4,2,3,4,3,4,3,4,4,4,3,3,2,5,4,4,2,2,4,3,4,4,4,5,3,4,2,3,5,I,5392,3,4,1,1,,80,1,2,1,1,5,3,5,3,3,2,5,4,2,3,182,83,52,2,2,3,2,3,3,03-Feb,NA,05-Apr,10-Aug,1,1,0,2,1,1,3,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,1,31,1,NA,Hungary,English ,17,5,1,41,44,30,36,51
4,5,1,5,2,1,4,4,5,2,4,2,4,5,2,2,4,2,5,4,1,2,2,5,2,3,2,2,5,2,1,2,4,2,5,4,2,2,4,2,2,2,3,5,2,4,4,5,5,2,2,4,4,5,1,4,3,2,4,1,O,5363,6,5,1,2,70,,1,2,1,1,6,6,3,3,4,3,6,4,2,4,155,43.5,0,1,2,2,1,1,1,3,7,7,0,0,0,0,1,3,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,22,1,NA,Canada,English,17,5,1,32,36,35,55,27
2,5,3,4,4,2,4,2,5,4,3,3,4,3,4,1,5,3,5,5,4,2,3,3,3,1,4,3,4,4,1,3,2,5,3,3,4,3,4,4,3,3,5,2,5,2,5,3,5,3,4,4,4,4,3,4,3,3,4,3,IS,5375,5,5,1,2,67%,,0,2,1,1,3,5,5,6,2,5,2,4,7,2,162.5,90.7,10,1,1,2,1,2,1,0,6,7,15,6,0,0,0,0,0,NA,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,2,3,2,21,1,NA,United States,English,15,5,1,30,45,38,48,45
3,4,4,2,3,2,5,3,2,4,3,3,4,2,3,2,5,4,2,3,2,5,4,3,3,3,4,3,2,3,2,4,3,3,4,3,4,3,3,3,3,2,4,1,5,2,4,4,3,2,2,5,3,3,3,3,3,4,2,3,E,5448,3,3,1,2,30,,0,2,1,1,7,2,6,4,2,2,2,2,2,2,175,75,0,1,1,1,1,1,1,04-Mar,4,7,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,21,2,NA,Taiwan,Chinese,15,5,1,30,48,43,28,39
4,4,1,3,4,3,4,2,3,4,2,4,3,2,4,4,5,3,3,4,4,4,1,4,4,3,5,3,4,4,2,4,2,5,3,3,2,2,4,4,2,2,3,3,4,3,4,3,4,4,4,4,3,3,4,2,4,2,3,3,O,5464,6,5,2,2,3.8,,5,1,1,1,3,3,4,4,2,5,2,6,5,4,169,70,35,2,1,1,1,1,1,3,4,6,0,0,0,0,0,2,0,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,3,2,20,1,NA,germany,german,14,5,1,36,46,28,41,46
2,4,4,3,4,1,5,3,3,4,3,4,4,3,4,3,5,4,3,5,1,5,3,5,4,4,5,4,4,4,2,4,4,5,4,3,5,3,4,4,2,3,4,3,5,3,4,3,5,3,2,4,5,4,4,4,4,3,4,4,I,5313,5,4,0,2,83%,,2 or 3,1,1,1,7,7,6,5,5,5,6,6,3,3,158,64,3,2,1,1,1,2,2,3,3,5,2,2,0,0,0,0,0,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,4,2,19,1,NA,Canada,English,14,5,1,30,52,44,46,49
4,4,3,3,2,2,5,2,3,3,4,3,4,2,4,3,5,4,4,4,3,4,4,3,4,3,3,2,3,3,3,5,4,2,4,2,4,2,3,2,3,4,4,2,4,4,5,2,2,2,3,5,5,2,4,4,5,2,3,4,IS,5463,8,7,0,2,70%,,1,2,1,1,3,3,7,6,5,5,6,6,4,3,175,56,30,2,1,3,1,1,1,2,1,0,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,18,7,arab ,Jordan,arabic,13,5,1,38,52,38,32,40
4,5,4,1,5,4,5,3,1,4,5,4,5,1,4,1,5,5,3,5,5,3,3,2,4,5,5,4,2,5,2,5,4,3,4,5,5,4,2,5,4,2,4,4,5,4,5,4,2,4,5,5,5,1,4,5,4,5,4,5,I,5470,8,6,0,1,,87,0,1,1,1,3,3,6,6,5,5,6,6,2,3,150,58,50,1,1,1,1,2,2,3,1,5,4,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,19,7,Southeast Asian,Indonesia,Bahasa Indonesia,13,5,1,49,53,50,26,54
3,4,3,2,1,4,3,2,4,2,4,3,3,4,3,4,4,3,4,3,4,2,4,2,1,2,3,3,3,2,4,3,3,3,3,3,3,4,3,2,3,3,4,3,4,4,3,3,2,1,3,3,4,3,2,3,4,2,4,2,E,5469,7,5,1,2,76%,,3,1,1,1,7,7,6,6,5,5,6,6,6,1,171cm,54,0,2,1,2,1,1,1,6 days,7 days,0,15,0,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,19,2,NA,Canada,English,14,4,1,41,38,38,37,26
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,O,5273,5,NA,1,2,74,,2,2,1,1,2,2,5,5,3,5,5,5,7,3,157,48,10,1,1,1,1,2,1,2,0,2,no,no,no,no,no,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,22,2,NA,China,Mandrain ,15,3,1,36,36,36,36,36
4,4,2,4,3,4,5,2,5,5,2,2,3,5,3,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,2,4,3,4,4,4,4,3,4,4,2,1,3,2,3,4,4,3,5,3,5,5,4,4,4,4,1,4,4,4,IS,5347,7,5,1,2,88.1,,1,1,1,1,5,4,4,4,3,3,2,3,5,4,169,60,30,2,1,2,1,1,1,0,2,3,0,0,0,0,0,1,1,5,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,3,2,19,7,Asian+European,Canada,English,14,5,1,41,40,38,48,44
4,4,5,4,5,4,5,4,2,5,5,2,4,2,4,2,4,5,4,5,4,5,5,1,4,5,4,4,4,5,2,4,5,4,5,4,4,5,1,4,3,4,4,2,5,2,5,5,5,5,3,5,4,1,5,4,2,4,2,4,O,5419,5,4,1 (long-term relationship),2,83,,0-1,2,1,1,3,3,5,5,5,5,6,6,2,2,177,64,0,2,3,2,1,1,1,4,4,5,14,3,20,0,0,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,26,1,NA,Turkey,English,17,5,1,42,48,54,32,56
2,3,4,3,2,2,5,3,2,4,4,5,4,5,3,2,4,4,3,2,3,2,2,2,3,4,3,3,4,3,2,4,4,4,2,2,4,2,2,2,2,1,4,4,3,4,3,5,3,1,2,5,5,1,3,4,4,5,3,3,I,5462,3,5,0,2,87.4,,0,2,1,1,6,6,7,7,5,5,6,6,5,4,170,60,6,2,2,1,1,1,1,4,2,1,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,20,7,South Asian,India,Gujarati,14,5,1,33,43,45,36,31
2,4,2,3,4,2,5,3,NA,4,3,2,4,4,3,2,5,3,4,5,2,5,1,3,3,3,3,3,4,2,1,4,3,5,5,2,5,2,4,3,2,4,4,2,5,2,3,4,5,4,3,5,4,2,3,3,5,4,4,2,E,5467,5,2,1,2,65,,0,2,1,1,4,4,3,3,5,4,6,5,1,2,162,52,0,1,2,2,1,1,1,1,5,7,2,1,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,3,2,22,1,NA,USA,English,15,5,1,27,50,37,40,43
4,4,4,4,4,3,5,4,1,3,5,2,4,2,3,3,5,4,3,4,3,3,2,2,4,4,4,4,3,3,4,4,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,5,4,2,3,5,5,4,4,2,I,5473,6,4,2,2,80,,4,1,1,1,7,7,5,5,5,5,6,6,5,5,151,45,70,2,1,1,1,1,1," gym, ultimate","Softball, volleyball, bicycling, fast walking",easy walking,2,1,1,0,0,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,18,2,NA,Canada,English,13,5,1,45,49,43,34,39
3,4,4,2,3,4,5,3,3,3,4,4,2,3,4,2,5,5,1,1,2,5,5,1,2,2,5,4,4,2,2,4,4,3,1,2,5,4,1,5,2,4,5,1,1,5,5,5,1,1,5,5,4,2,4,2,5,4,4,4,IS,5283,6,6,none,2,70,,none,2,1,1,7,7,7,7,5,5,6,5,3,2,60,70,150,1,1,1,1,2,2,2 times, 3 times ,7 times,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,20,2,NA,Canada,english,15,5,1,35,56,49,26,31
4,4,2,4,2,4,4,2,2,4,2,2,4,4,4,NA,4,4,4,3,4,2,2,2,2,2,4,2,4,4,2,4,3,5,4,4,2,4,5,4,2,2,4,2,2,5,4,2,5,4,2,4,4,4,2,4,4,2,4,4,O,5324,4,3,1,2,75,,1,2,1,1,3,3,5,5,3,3,3,3,4,4,170,90,5,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,2,21,1,NA,Germany,German,15,4,1,35,40,35,45,39
2,5,5,4,3,3,5,4,3,3,3,4,5,2,3,3,5,4,3,2,3,4,3,3,2,4,4,4,3,3,3,4,4,3,3,4,4,4,3,3,2,2,5,2,3,3,4,5,3,2,3,5,3,3,2,3,3,5,2,3,E,5522,4,3,5,2,55,,0,2,1,1,7,7,5,5,4,4,5,5,4,4,162,59,30,1,1,1,1,3,1,3,3,1,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,2,24,1,NA,Canada,English,17,5,1,36,49,51,34,32
3,4,4,5,5,4,4,1,5,2,3,2,4,5,2,2,3,4,5,3,2,3,2,4,2,2,2,3,2,5,2,3,4,4,5,2,4,3,5,3,1,1,4,3,4,3,4,4,4,2,2,4,5,5,2,2,1,2,4,3,IS,5334,3,4,2,2,69%,,1,2,4,4,3,3,3,3,2,1,2,1,7,6,179,73,0,4,4,2,1,1,1,1,5,3,6,4,28,1,28,3,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,20,6,NA,Canada,English,14,5,1,28,35,40,51,38
5,5,3,3,2,2,5,2,2,5,5,4,4,3,4,2,4,2,1,2,2,5,3,2,5,4,4,3,4,3,2,2,4,2,3,3,4,4,3,2,4,2,4,2,3,4,5,5,4,3,2,5,5,2,2,4,4,2,2,3,O,5523,7,7,1,2,74,,1,2,1,1,7,7,5,5,5,4,6,6,4,4,174,68,0,2,1,2,2,1,1,2,2,7,4,1,2,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,23,7,swiss/southafrican,Canada,english,16,4,1,39,49,41,30,37
4,5,4,3,5,4,5,4,2,4,3,4,5,3,4,3,4,5,4,5,4,3,3,2,5,5,5,4,2,3,3,4,5,4,5,4,5,4,4,5,3,4,5,2,5,4,5,5,3,5,5,5,5,3,5,5,4,3,4,4,E,5305,5,7,2,2,2.33 :(,,0.25,1,1,1,7,6,5,3,4,2,6,3,5,5,188 cm,74 kg,14,2,2,2,1,2,2,5 times a week,5 times a week,7 times a week,once or twice,once or twice,zero,zero,zero,three,one,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,24,7,South Asian ,Canada,English,19,5,1,47,53,52,36,55
2,5,3,5,1,2,5,4,4,2,3,3,4,1,2,2,3,4,4,2,2,2,4,2,1,3,2,3,4,2,1,5,3,5,2,2,5,2,4,3,2,4,4,3,2,3,4,4,3,1,2,4,5,3,1,2,3,5,5,3,IS,5454,5,4,0,2,87,,0,2,1,1,7,7,4,4,5,5,6,6,2,2,160,61,52,1,1,2,1,1,1,3,5,7,0,0,0,0,0,0,0,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,22,2,NA,Hong Kong ,English ,17,3,1,26,45,45,43,22
4,5,4,4,4,5,4,3,3,5,4,4,4,4,3,3,3,5,4,NA,4,3,3,3,3,2,5,4,4,4,3,3,5,5,4,3,3,3,3,4,3,3,3,4,3,4,5,5,4,2,3,3,5,4,4,4,2,3,4,3,I,5477,2,5,1,2,3.6,,0,2,2,1,NA,3,NA,5,NA,3,NA,4,NA,3,"5,8",Don’t know,10,1,2,2,2,2,2,4,4,4,17,8,2,2,28,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,NA,2,45,1,NA,Canada,English ,4,5,1,42,43,47,46,39
4,4,4,4,1,4,4,4,5,5,4,4,5,1,3,2,2,4,5,5,4,2,2,1,1,2,4,4,4,5,1,5,4,5,5,3,5,5,5,5,2,3,5,2,5,1,4,5,5,5,5,5,5,5,4,2,2,4,2,5,O,5480,6,7,NA,2,67,,1,2,1,1,7,3,6,6,5,NA,6,6,5,1,191,90,0,1,1,1,1,2,3,2,1,0,0,0,0,0,0,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1,24,1,NA,Turkey,Turkish,17,5,1,34,44,51,44,49
3,5,2,4,4,4,5,2,4,4,5,4,4,2,4,1,1,3,4,5,4,2,2,3,1,2,3,2,2,4,1,4,2,5,5,2,5,4,5,5,3,4,4,2,4,2,4,4,5,4,3,5,4,4,5,4,4,3,2,3,O,5474,7,2,1,2,65,,0,2,1,1,7,7,4,5,4,4,3,5,5,4,157,45,5,1,3,3,2,1,1,0,7,3,6,2,6,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,21,1,NA,Canada,english,15,5,1,34,46,36,42,48
