model,target,predictor,coefficient,p_value,r_squared,n_observations
openai-gpt-3.5-turbo-0125,Investment,openness,0.0067899368439051045,0.662484074028957,0.0007200422070557932,267
openai-gpt-3.5-turbo-0125,Investment,conscientiousness,0.0007879346228732136,0.9632343731574133,8.033100081128453e-06,267
openai-gpt-3.5-turbo-0125,Investment,extraversion,0.022040366053860307,0.18198897107118284,0.006711972579567349,267
openai-gpt-3.5-turbo-0125,Investment,agreeableness,0.009628341991493757,0.657211758917521,0.0007442518462900116,267
openai-gpt-3.5-turbo-0125,Investment,neuroticism,-0.00954644022620151,0.4900310504585974,0.0017997286607709384,267
openai-gpt-3.5-turbo-0125,Extreme_Sports,openness,0.016763686610217796,0.45532660549433224,0.0021049914905136857,267
openai-gpt-3.5-turbo-0125,Extreme_Sports,conscientiousness,0.003403504584008047,0.890325245143273,7.188533181157197e-05,267
openai-gpt-3.5-turbo-0125,Extreme_Sports,extraversion,0.0324960122949389,0.1729237034302472,0.0069977351461332216,267
openai-gpt-3.5-turbo-0125,Extreme_Sports,agreeableness,0.012398619369899685,0.6923023871239962,0.0005919000185269363,267
openai-gpt-3.5-turbo-0125,Extreme_Sports,neuroticism,-0.003817272710980439,0.8484730413724204,0.00013801150310854826,267
openai-gpt-3.5-turbo-0125,Entrepreneurial_Venture,openness,0.04842233365968014,0.03907333625615672,0.01596814061808216,267
openai-gpt-3.5-turbo-0125,Entrepreneurial_Venture,conscientiousness,0.02265988079341755,0.3810285174398126,0.002897039937503454,267
openai-gpt-3.5-turbo-0125,Entrepreneurial_Venture,extraversion,0.05009139703570889,0.04472221309815188,0.01511733674717719,267
openai-gpt-3.5-turbo-0125,Entrepreneurial_Venture,agreeableness,0.01588826714891863,0.6286886271550354,0.0008837031518889038,267
openai-gpt-3.5-turbo-0125,Entrepreneurial_Venture,neuroticism,-0.012332821213804804,0.5560132179654939,0.0013097409931919213,267
openai-gpt-3.5-turbo-0125,Confessing_Feelings,openness,0.019283132229178865,0.294121973178799,0.004152617745418308,267
openai-gpt-3.5-turbo-0125,Confessing_Feelings,conscientiousness,0.029203001797796457,0.14775367367884482,0.007890383487600072,267
openai-gpt-3.5-turbo-0125,Confessing_Feelings,extraversion,0.0419139820000233,0.031395329731737705,0.017356842568528208,267
openai-gpt-3.5-turbo-0125,Confessing_Feelings,agreeableness,0.03241775582484628,0.205828388796479,0.006032858106063355,267
openai-gpt-3.5-turbo-0125,Confessing_Feelings,neuroticism,-0.027277085447930886,0.09463576122853963,0.010506555473210444,267
openai-gpt-3.5-turbo-0125,Study_Overseas,openness,0.03518108129126221,0.155944216450262,0.007582130545481958,267
openai-gpt-3.5-turbo-0125,Study_Overseas,conscientiousness,0.01933470343819234,0.4784912832130962,0.0018972486179343884,267
openai-gpt-3.5-turbo-0125,Study_Overseas,extraversion,0.057515223136839426,0.02870999091758297,0.01792770062463145,267
openai-gpt-3.5-turbo-0125,Study_Overseas,agreeableness,0.007928103036284056,0.8190122268539117,0.00019792556016340335,267
openai-gpt-3.5-turbo-0125,Study_Overseas,neuroticism,-0.01881000637026737,0.39421863386434364,0.0027406173881130425,267
openai-gpt-3.5-turbo-0125,risk_sum,openness,0.12644017063424418,0.1671158641822204,0.007189987110832963,267
openai-gpt-3.5-turbo-0125,risk_sum,conscientiousness,0.07538902523628757,0.4539747894809818,0.0021176322648828183,267
openai-gpt-3.5-turbo-0125,risk_sum,extraversion,0.20405698052137072,0.035546552204393796,0.016567117777328555,267
openai-gpt-3.5-turbo-0125,risk_sum,agreeableness,0.07826108737144251,0.540411183345955,0.0014159246457734476,267
openai-gpt-3.5-turbo-0125,risk_sum,neuroticism,-0.07178362596918499,0.378307776601827,0.0029302615179668257,267
Human,risk_sum,openness,-0.0680336882794389,0.20885426299861148,0.00575793521350787,276
Human,risk_sum,conscientiousness,0.04953108301776328,0.40424243485370426,0.002540346205677557,276
Human,risk_sum,extraversion,-0.22725573239990476,4.884702224356058e-05,0.058518335185314574,276
Human,risk_sum,agreeableness,0.06220341590574254,0.41061016835356967,0.00247237528637434,276
Human,risk_sum,neuroticism,0.13012061102442343,0.005574355245505396,0.027700335446904534,276
