format,scenario_type,target_measure,model,predictor,standardized_coefficient,p_value,r_squared,adj_r_squared,std_error,t_statistic,n_valid
bfi_binary_simple,risk,risk_sum,gpt-4o,neuroticism,0.21214339163124982,0.0002741561606412366,0.045004818612809694,0.0416888631218818,0.05758433372826094,3.68404699500995,290
bfi_binary_simple,risk,risk_sum,llama,openness,-0.26800466096563375,3.6707269716418227e-06,0.07182649829930399,0.06860367364062092,0.05676992741481154,-4.720891379820755,290
bfi_binary_simple,risk,risk_sum,llama,conscientiousness,-0.03140457295689852,0.5942951004546051,0.000986247202605317,-0.0024825505501635536,0.05889650034398253,-0.533216282350928,290
bfi_binary_simple,risk,risk_sum,llama,extraversion,-0.45583556421674176,2.759568326076189e-16,0.20778606160479496,0.20503531876314485,0.05244752464749901,-8.691269364577696,290
bfi_binary_simple,risk,risk_sum,llama,agreeableness,-0.12956676074067294,0.027368552114127545,0.016787545488830546,0.013373613355111114,0.058428863874966284,-2.21751292337186,290
bfi_binary_simple,risk,risk_sum,llama,neuroticism,0.3029995798373928,1.4263550184174929e-07,0.09180874538163653,0.08865530352532269,0.0561555149234138,5.395722579529912,290
bfi_binary_simple,risk,risk_sum,deepseek,openness,-0.2794090190575377,1.336575941118147e-06,0.07806939993069595,0.07486825201378855,0.05657868783302864,-4.938414617923121,290
bfi_binary_simple,risk,risk_sum,deepseek,conscientiousness,-0.10607103327796778,0.07129174525127177,0.011251064100655794,0.007817908073227464,0.05859313976421029,-1.810297821636072,290
bfi_binary_simple,risk,risk_sum,deepseek,extraversion,-0.4766959850017479,7.365056110747532e-18,0.22723906211678702,0.22455586441580355,0.05179959170672464,-9.202697729755716,290
bfi_binary_simple,risk,risk_sum,deepseek,agreeableness,-0.14071363972970494,0.016491167161857213,0.019800328405981116,0.01639685732405738,0.058339275637632644,-2.411988119354287,290
bfi_binary_simple,risk,risk_sum,deepseek,neuroticism,0.3156224158710299,3.958877847520919e-08,0.0996175094002657,0.09649118130790546,0.05591357699486034,5.64482604824303,290
