bfi1,bfi16,bfi31,bfi46,bfi6,bfi21,bfi36,bfi51,bfi11,bfi26,bfi41,bfi56,bfi2,bfi17,bfi32,bfi47,bfi7,bfi22,bfi37,bfi52,bfi12,bfi27,bfi42,bfi57,bfi3,bfi18,bfi33,bfi48,bfi8,bfi23,bfi38,bfi53,bfi13,bfi28,bfi43,bfi58,bfi4,bfi19,bfi34,bfi49,bfi9,bfi24,bfi39,bfi54,bfi14,bfi29,bfi44,bfi59,bfi10,bfi25,bfi40,bfi55,bfi5,bfi20,bfi35,bfi50,bfi15,bfi30,bfi45,bfi60,bfi_e_sociability,bfi_e_assertiveness,bfi_e_energy_level,bfi_a_compassion,bfi_a_respectfulness,bfi_a_trust,bfi_c_organization,bfi_c_productiveness,bfi_c_responsibility,bfi_n_anxiety,bfi_n_depression,bfi_n_emotional_volatility,bfi_o_intellectual_curiosity,bfi_o_aesthetic_sensitivity,bfi_o_creative_imagination,bfi_e,bfi_a,bfi_c,bfi_n,bfi_o,combined_bfi2
5.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.25,3.5,3.75,3.75,4.5,3.5,4.25,3.75,2.75,3.5,3.75,3.25,5.0,4.75,3.75,3.8333333333333335,3.9166666666666665,3.5833333333333335,3.5,4.5,"You are very outgoing, sociable. You are fairly compassionate usually soft-hearted. You are very organized. You are fairly tense handle stress quite poorly. You have many artistic interests. You are moderately assertive. You are fairly respectful usually treat others with respect. You are sometimes lazy. You stay neutral after experiencing a setback. You are curious about almost everything. You often feel excited or eager. You sometimes find fault with others. You are somewhat dependable, steady. You are not particularly moody rarely have up and down mood swings. You are fairly inventive often find clever ways to do things. You are rarely quiet. You feel some sympathy for others. You are very systematic almost always keep things in order. You are sometimes tense. You are very much fascinated by art music or literature. You are neither particularly submissive nor dominant sometimes a follower and sometimes a leader. You rarely start arguments with others. You have some difficulty getting started on tasks. You feel quite insecure uncomfortable with self. You almost always seek out intellectual, philosophical discussions. You are about as active as other people. You have a moderately forgiving nature. You are sometimes careless. You are fairly emotionally unstable quite easy to upset. You have a fair amount of creativity. You are sometimes shy introverted. You are fairly helpful and unselfish with others. You sometimes keep things neat and tidy. You worry somewhat. You value art and beauty quite a bit. You find it very easy to influence people. You are almost never rude to others. You are fairly efficient get things done fairly quickly. You sometimes feel sad. You are very complex almost always a deep thinker. You are usually full of energy. You are quite trusting of others’ intentions. You are fairly unreliable can rarely be counted on. You sometimes keep my emotions under control. You have some difficulty imagining things. You are very talkative. You are fairly warm and caring. You rarely leave a mess usually clean up. You often feel anxious or afraid. You think poetry and plays are very interesting. You can take charge or have others take charge; You don’t mind either way. You are very polite courteous to others. You are very persistent almost always work until the task is finished. You almost always feel depressed blue. You have a lot of interest in abstract ideas. You show a fair amount of enthusiasm. You usually assume the best about people. You sometimes behave irresponsibly. You are quite temperamental often get emotional. You are quite original often come up with new ideas."
3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.25,2.75,3.5,4.0,4.5,3.5,4.0,2.75,3.25,4.5,4.5,5.0,3.5,3.0,2.25,3.1666666666666665,4.0,3.3333333333333335,4.666666666666667,2.9166666666666665,"You are somewhat outgoing, sociable. You are fairly compassionate usually soft-hearted. You are neither particularly organized nor disorganized. You are very tense handle stress very poorly. You have few artistic interests. You are not particularly assertive. You are fairly respectful usually treat others with respect. You are sometimes lazy. You become very pessimistic after experiencing a setback. You are curious about a fair number of things. You sometimes feel excited or eager. You rarely find fault with others. You are somewhat dependable, steady. You are very moody almost always have up and down mood swings. You are not particularly inventive rarely find clever ways to do things. You are sometimes quiet. You feel a fair amount of sympathy for others. You are very systematic almost always keep things in order. You are often tense. You are somewhat fascinated by art music or literature. You are neither particularly submissive nor dominant sometimes a follower and sometimes a leader. You almost never start arguments with others. You have some difficulty getting started on tasks. You feel quite insecure uncomfortable with self. You typically seek out intellectual, philosophical discussions. You are somewhat more active than other people. You have a moderately forgiving nature. You are rarely careless. You are very emotionally unstable very easy to upset. You have some creativity. You are sometimes shy introverted. You are fairly helpful and unselfish with others. You often keep things neat and tidy. You worry a great deal. You somewhat value art and beauty. You find it neither particular hard nor easy to influence people. You are rarely rude to others. You are fairly inefficient get things done fairly slowly. You often feel sad. You are moderately complex sometimes a deep thinker. You are sometimes full of energy. You are moderately trusting of others’ intentions. You are somewhat reliable can sometimes be counted on. You almost never keep my emotions under control. You have a fair amount of difficulty imagining things. You are quite talkative. You are fairly warm and caring. You rarely leave a mess usually clean up. You often feel anxious or afraid. You think poetry and plays are slightly boring. You can take charge or have others take charge; You don’t mind either way. You are very polite courteous to others. You are somewhat persistent sometimes work until the task is finished. You almost always feel depressed blue. You have a fair amount of interest in abstract ideas. You show a fair amount of enthusiasm. You usually assume the best about people. You sometimes behave irresponsibly. You are very temperamental very often get emotional. You are not particularly original rarely come up with new ideas."
3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,2.75,3.75,2.75,4.75,4.5,4.75,4.5,4.5,4.75,3.25,2.75,3.75,2.25,4.5,3.0,3.0833333333333335,4.666666666666667,4.583333333333333,3.25,3.25,"You are somewhat outgoing, sociable. You are fairly compassionate usually soft-hearted. You are very organized. You are very tense handle stress very poorly. You have many artistic interests. You are quite assertive. You are fairly respectful usually treat others with respect. You are almost never lazy. You become somewhat pessimistic after experiencing a setback. You are curious about a fair number of things. You rarely feel excited or eager. You almost never find fault with others. You are very dependable, steady. You are very moody almost always have up and down mood swings. You are somewhat inventive sometimes find clever ways to do things. You are sometimes quiet. You feel a great deal of sympathy for others. You are very systematic almost always keep things in order. You are rarely tense. You are quite fascinated by art music or literature. You are neither particularly submissive nor dominant sometimes a follower and sometimes a leader. You almost never start arguments with others. You have no difficulty getting started on tasks. You feel quite secure comfortable with self. You typically avoid intellectual, philosophical discussions. You are somewhat more active than other people. You have a very forgiving nature. You are almost never careless. You are somewhat emotionally stable somewhat hard to upset. You have some creativity. You are sometimes shy introverted. You are very helpful and unselfish with others. You almost always keep things neat and tidy. You worry somewhat. You value art and beauty quite a bit. You find it fairly easy to influence people. You are rarely rude to others. You are fairly efficient get things done fairly quickly. You sometimes feel sad. You are not particularly complex rarely a deep thinker. You are sometimes full of energy. You are quite trusting of others’ intentions. You are fairly reliable can usually be counted on. You sometimes keep my emotions under control. You have some difficulty imagining things. You are not particularly talkative. You are very warm and caring. You sometimes leave a mess sometimes don’t clean up. You sometimes feel anxious or afraid. You think poetry and plays are very interesting. You prefer to take charge. You are very polite courteous to others. You are fairly persistent usually work until the task is finished. You rarely feel depressed blue. You have little interest in abstract ideas. You show little enthusiasm. You almost always assume the best about people. You almost never behave irresponsibly. You are quite temperamental often get emotional. You are moderately original sometimes come up with new ideas."
2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.75,1.75,3.25,3.5,3.0,3.0,3.5,2.75,2.75,4.75,2.5,4.0,3.75,3.75,3.25,2.25,3.1666666666666665,3.0,3.75,3.5833333333333335,"You are quite reserved, unsociable. You are fairly compassionate usually soft-hearted. You are fairly organized. You are very tense handle stress very poorly. You have few artistic interests. You are not particularly assertive. You are somewhat respectful sometimes treat others with respect. You are often lazy. You stay neutral after experiencing a setback. You are curious about a large number of things. You often feel excited or eager. You sometimes find fault with others. You are not particularly dependable, steady. You are fairly moody often have up and down mood swings. You are somewhat inventive sometimes find clever ways to do things. You are often quiet. You feel some sympathy for others. You are somewhat systematic sometimes keep things in order. You are almost always tense. You are quite fascinated by art music or literature. You are fairly submissive often act as a follower. You sometimes start arguments with others. You have some difficulty getting started on tasks. You feel somewhat secure comfortable with self. You neither avoid nor seek out intellectual, philosophical discussions. You are about as active as other people. You have a moderately forgiving nature. You are often careless. You are somewhat emotionally stable somewhat hard to upset. You have a fair amount of creativity. You are almost always shy introverted. You are somewhat helpful and unselfish with others. You almost always keep things neat and tidy. You worry a great deal. You value art and beauty quite a bit. You find it very hard to influence people. You are sometimes rude to others. You are moderately efficient get things done at an average speed. You rarely feel sad. You are quite complex often a deep thinker. You are rarely full of energy. You are moderately trusting of others’ intentions. You are somewhat reliable can sometimes be counted on. You rarely keep my emotions under control. You have some difficulty imagining things. You are not particularly talkative. You are fairly warm and caring. You usually leave a mess rarely clean up. You often feel anxious or afraid. You think poetry and plays are fairly interesting. You prefer to have others take charge. You are neither particularly polite courteous nor impolite discourteous to others. You are somewhat persistent sometimes work until the task is finished. You rarely feel depressed blue. You have a fair amount of interest in abstract ideas. You show a fair amount of enthusiasm. You sometimes assume the best about people. You rarely behave irresponsibly. You are very temperamental very often get emotional. You are moderately original sometimes come up with new ideas."
3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.5,2.75,3.5,5.0,4.25,4.5,3.0,3.5,4.0,4.75,2.5,4.75,3.75,3.25,3.25,3.25,4.583333333333333,3.5,4.0,3.4166666666666665,"You are somewhat outgoing, sociable. You are very compassionate almost always soft-hearted. You are fairly organized. You are fairly tense handle stress quite poorly. You have few artistic interests. You are moderately assertive. You are fairly respectful usually treat others with respect. You are sometimes lazy. You stay neutral after experiencing a setback. You are curious about a large number of things. You often feel excited or eager. You rarely find fault with others. You are very dependable, steady. You are very moody almost always have up and down mood swings. You are fairly inventive often find clever ways to do things. You are rarely quiet. You feel a great deal of sympathy for others. You are somewhat systematic sometimes keep things in order. You are almost always tense. You are somewhat fascinated by art music or literature. You are neither particularly submissive nor dominant sometimes a follower and sometimes a leader. You rarely start arguments with others. You have little difficulty getting started on tasks. You feel quite secure comfortable with self. You typically seek out intellectual, philosophical discussions. You are somewhat more active than other people. You have quite a forgiving nature. You are rarely careless. You are very emotionally unstable very easy to upset. You have some creativity. You are sometimes shy introverted. You are very helpful and unselfish with others. You sometimes keep things neat and tidy. You worry a great deal. You somewhat value art and beauty. You find it neither particular hard nor easy to influence people. You are almost never rude to others. You are fairly efficient get things done fairly quickly. You sometimes feel sad. You are moderately complex sometimes a deep thinker. You are sometimes full of energy. You are very trusting of others’ intentions. You are somewhat reliable can sometimes be counted on. You rarely keep my emotions under control. You have some difficulty imagining things. You are quite talkative. You are very warm and caring. You usually leave a mess rarely clean up. You almost always feel anxious or afraid. You think poetry and plays are fairly interesting. You prefer to have others take charge. You are fairly polite courteous to others. You are somewhat persistent sometimes work until the task is finished. You rarely feel depressed blue. You have a fair amount of interest in abstract ideas. You show some enthusiasm. You almost always assume the best about people. You rarely behave irresponsibly. You are very temperamental very often get emotional. You are moderately original sometimes come up with new ideas."
4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,3.5,3.75,3.75,3.0,4.0,3.5,3.0,3.25,3.25,2.0,3.0,2.25,4.5,4.25,3.5,3.6666666666666665,3.5,3.1666666666666665,2.4166666666666665,4.083333333333333,"You are quite outgoing, sociable. You are moderately compassionate sometimes soft-hearted. You are neither particularly organized nor disorganized. You are somewhat relaxed handle stress somewhat well. You have few artistic interests. You are quite assertive. You are fairly respectful usually treat others with respect. You are sometimes lazy. You stay neutral after experiencing a setback. You are curious about almost everything. You often feel excited or eager. You sometimes find fault with others. You are fairly dependable, steady. You are not particularly moody rarely have up and down mood swings. You are somewhat inventive sometimes find clever ways to do things. You are sometimes quiet. You feel a fair amount of sympathy for others. You are somewhat systematic sometimes keep things in order. You are rarely tense. You are quite fascinated by art music or literature. You are fairly dominant often act as a leader. You rarely start arguments with others. You have little difficulty getting started on tasks. You feel somewhat secure comfortable with self. You almost always seek out intellectual, philosophical discussions. You are somewhat more active than other people. You have quite a forgiving nature. You are sometimes careless. You are fairly emotionally stable quite hard to upset. You have some creativity. You are rarely shy introverted. You are not particularly helpful and unselfish with others. You sometimes keep things neat and tidy. You worry very little. You greatly value art and beauty. You find it fairly easy to influence people. You are sometimes rude to others. You are moderately efficient get things done at an average speed. You sometimes feel sad. You are quite complex often a deep thinker. You are sometimes full of energy. You are quite trusting of others’ intentions. You are somewhat reliable can sometimes be counted on. You usually keep my emotions under control. You have a bit of difficulty imagining things. You are somewhat talkative. You are neither particularly caring nor uncaring. You sometimes leave a mess sometimes don’t clean up. You rarely feel anxious or afraid. You think poetry and plays are very interesting. You can take charge or have others take charge; You don’t mind either way. You are very polite courteous to others. You are somewhat persistent sometimes work until the task is finished. You sometimes feel depressed blue. You have a fair amount of interest in abstract ideas. You show a fair amount of enthusiasm. You sometimes assume the best about people. You sometimes behave irresponsibly. You are moderately temperamental sometimes get emotional. You are quite original often come up with new ideas."
4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.25,3.25,3.5,3.75,5.0,3.25,2.5,2.5,2.5,2.75,1.75,1.5,4.75,3.0,4.25,3.3333333333333335,4.0,2.5,2.0,4.0,"You are quite outgoing, sociable. You are fairly compassionate usually soft-hearted. You are fairly disorganized. You are somewhat relaxed handle stress somewhat well. You have few artistic interests. You are quite assertive. You are very respectful almost always treat others with respect. You are often lazy. You stay somewhat optimistic after experiencing a setback. You are curious about a large number of things. You often feel excited or eager. You sometimes find fault with others. You are not particularly dependable, steady. You are not particularly moody rarely have up and down mood swings. You are very inventive almost always find clever ways to do things. You are sometimes quiet. You feel a fair amount of sympathy for others. You are somewhat systematic sometimes keep things in order. You are rarely tense. You are somewhat fascinated by art music or literature. You are fairly submissive often act as a follower. You almost never start arguments with others. You have a fair amount of difficulty getting started on tasks. You feel very secure comfortable with self. You almost always seek out intellectual, philosophical discussions. You are about as active as other people. You have a moderately forgiving nature. You are sometimes careless. You are very emotionally stable very hard to upset. You have a lot of creativity. You are sometimes shy introverted. You are somewhat helpful and unselfish with others. You rarely keep things neat and tidy. You worry a little. You somewhat value art and beauty. You find it neither particular hard nor easy to influence people. You are almost never rude to others. You are moderately efficient get things done at an average speed. You rarely feel sad. You are very complex almost always a deep thinker. You are usually full of energy. You are moderately trusting of others’ intentions. You are fairly unreliable can rarely be counted on. You usually keep my emotions under control. You have some difficulty imagining things. You are somewhat talkative. You are fairly warm and caring. You sometimes leave a mess sometimes don’t clean up. You often feel anxious or afraid. You think poetry and plays are slightly boring. You prefer to take charge. You are very polite courteous to others. You are somewhat persistent sometimes work until the task is finished. You rarely feel depressed blue. You have a lot of interest in abstract ideas. You show some enthusiasm. You usually assume the best about people. You sometimes behave irresponsibly. You are not at all temperamental almost never get emotional. You are quite original often come up with new ideas."
4.0,2.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,3.25,3.25,3.25,3.75,3.75,3.75,4.25,3.0,3.75,2.25,1.0,2.75,3.5,4.25,3.5,3.25,3.75,3.6666666666666665,2.0,3.75,"You are quite outgoing, sociable. You are moderately compassionate sometimes soft-hearted. You are very organized. You are fairly relaxed handle stress quite well. You have many artistic interests. You are moderately assertive. You are fairly respectful usually treat others with respect. You are often lazy. You stay very optimistic after experiencing a setback. You are curious about a fair number of things. You often feel excited or eager. You rarely find fault with others. You are fairly dependable, steady. You are somewhat moody sometimes have up and down mood swings. You are somewhat inventive sometimes find clever ways to do things. You are often quiet. You feel a fair amount of sympathy for others. You are fairly systematic usually keep things in order. You are sometimes tense. You are quite fascinated by art music or literature. You are fairly submissive often act as a follower. You rarely start arguments with others. You have little difficulty getting started on tasks. You feel very secure comfortable with self. You typically seek out intellectual, philosophical discussions. You are about as active as other people. You have quite a forgiving nature. You are rarely careless. You are very emotionally stable very hard to upset. You have some creativity. You are sometimes shy introverted. You are fairly helpful and unselfish with others. You often keep things neat and tidy. You worry a little. You greatly value art and beauty. You find it neither particular hard nor easy to influence people. You are almost never rude to others. You are moderately efficient get things done at an average speed. You almost never feel sad. You are moderately complex sometimes a deep thinker. You are sometimes full of energy. You are quite trusting of others’ intentions. You are somewhat reliable can sometimes be counted on. You rarely keep my emotions under control. You have some difficulty imagining things. You are quite talkative. You are fairly warm and caring. You rarely leave a mess usually clean up. You rarely feel anxious or afraid. You think poetry and plays are slightly boring. You strongly prefer to take charge. You are fairly impolite discourteous to others. You are somewhat persistent sometimes work until the task is finished. You almost never feel depressed blue. You have a fair amount of interest in abstract ideas. You show some enthusiasm. You sometimes assume the best about people. You rarely behave irresponsibly. You are moderately temperamental sometimes get emotional. You are very original almost always come up with new ideas."
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,1.0,4.0,5.0,5.0,4.5,3.25,3.75,2.25,5.0,4.25,4.75,2.25,2.75,1.5,4.25,4.0,2.75,4.833333333333333,3.0833333333333335,4.666666666666667,2.1666666666666665,3.6666666666666665,"You are very outgoing, sociable. You are moderately compassionate sometimes soft-hearted. You are very organized. You are very relaxed handle stress very well. You have some artistic interests. You are very assertive. You are somewhat respectful sometimes treat others with respect. You are almost never lazy. You stay neutral after experiencing a setback. You are curious about a large number of things. You often feel excited or eager. You sometimes find fault with others. You are very dependable, steady. You are not at all moody almost never have up and down mood swings. You are somewhat inventive sometimes find clever ways to do things. You are almost never quiet. You feel some sympathy for others. You are very systematic almost always keep things in order. You are rarely tense. You are quite fascinated by art music or literature. You are very dominant almost always act as a leader. You sometimes start arguments with others. You have little difficulty getting started on tasks. You feel somewhat secure comfortable with self. You typically seek out intellectual, philosophical discussions. You are somewhat more active than other people. You have quite an unforgiving nature. You are almost never careless. You are fairly emotionally stable quite hard to upset. You have some creativity. You are almost never shy introverted. You are somewhat helpful and unselfish with others. You almost always keep things neat and tidy. You worry somewhat. You somewhat value art and beauty. You find it very easy to influence people. You are almost never rude to others. You are very efficient get things done very quickly. You rarely feel sad. You are quite complex often a deep thinker. You are almost always full of energy. You are quite suspicious of others’ intentions. You are fairly reliable can usually be counted on. You usually keep my emotions under control. You have a lot of difficulty imagining things. You are very talkative. You are fairly warm and caring. You almost never leave a mess almost always clean up. You sometimes feel anxious or afraid. You think poetry and plays are very interesting. You strongly prefer to take charge. You are fairly polite courteous to others. You are somewhat persistent sometimes work until the task is finished. You sometimes feel depressed blue. You have a lot of interest in abstract ideas. You show a lot of enthusiasm. You rarely assume the best about people. You almost never behave irresponsibly. You are not at all temperamental almost never get emotional. You are quite original often come up with new ideas."
5.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.5,3.0,3.5,5.0,4.5,4.75,3.0,3.5,3.25,3.25,1.25,2.25,3.75,3.0,3.25,3.6666666666666665,4.75,3.25,2.25,3.3333333333333335,"You are very outgoing, sociable. You are very compassionate almost always soft-hearted. You are neither particularly organized nor disorganized. You are somewhat relaxed handle stress somewhat well. You have few artistic interests. You are moderately assertive. You are very respectful almost always treat others with respect. You are sometimes lazy. You stay very optimistic after experiencing a setback. You are curious about a large number of things. You sometimes feel excited or eager. You rarely find fault with others. You are somewhat dependable, steady. You are not particularly moody rarely have up and down mood swings. You are somewhat inventive sometimes find clever ways to do things. You are rarely quiet. You feel a great deal of sympathy for others. You are fairly systematic usually keep things in order. You are sometimes tense. You are quite fascinated by art music or literature. You are neither particularly submissive nor dominant sometimes a follower and sometimes a leader. You almost never start arguments with others. You have little difficulty getting started on tasks. You feel very secure comfortable with self. You neither avoid nor seek out intellectual, philosophical discussions. You are about as active as other people. You have a very forgiving nature. You are sometimes careless. You are fairly emotionally stable quite hard to upset. You have some creativity. You are almost never shy introverted. You are very helpful and unselfish with others. You rarely keep things neat and tidy. You worry quite a lot. You value art and beauty a little bit. You find it neither particular hard nor easy to influence people. You are rarely rude to others. You are fairly efficient get things done fairly quickly. You rarely feel sad. You are quite complex often a deep thinker. You are sometimes full of energy. You are very trusting of others’ intentions. You are fairly reliable can usually be counted on. You usually keep my emotions under control. You have some difficulty imagining things. You are quite talkative. You are very warm and caring. You sometimes leave a mess sometimes don’t clean up. You sometimes feel anxious or afraid. You think poetry and plays are slightly boring. You can take charge or have others take charge; You don’t mind either way. You are fairly polite courteous to others. You are somewhat persistent sometimes work until the task is finished. You almost never feel depressed blue. You have a fair amount of interest in abstract ideas. You show a lot of enthusiasm. You almost always assume the best about people. You sometimes behave irresponsibly. You are moderately temperamental sometimes get emotional. You are quite original often come up with new ideas."
4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.75,3.25,3.75,4.0,3.5,4.0,5.0,4.75,4.0,3.75,2.0,2.0,4.5,4.0,3.75,3.5833333333333335,3.8333333333333335,4.583333333333333,2.5833333333333335,4.083333333333333,"You are quite outgoing, sociable. You are fairly compassionate usually soft-hearted. You are very organized. You are fairly tense handle stress quite poorly. You have some artistic interests. You are moderately assertive. You are somewhat respectful sometimes treat others with respect. You are almost never lazy. You stay somewhat optimistic after experiencing a setback. You are curious about a large number of things. You often feel excited or eager. You rarely find fault with others. You are fairly dependable, steady. You are somewhat moody sometimes have up and down mood swings. You are fairly inventive often find clever ways to do things. You are sometimes quiet. You feel some sympathy for others. You are very systematic almost always keep things in order. You are often tense. You are quite fascinated by art music or literature. You are fairly dominant often act as a leader. You sometimes start arguments with others. You have no difficulty getting started on tasks. You feel somewhat secure comfortable with self. You typically seek out intellectual, philosophical discussions. You are somewhat more active than other people. You have quite a forgiving nature. You are rarely careless. You are very emotionally stable very hard to upset. You have some creativity. You are rarely shy introverted. You are very helpful and unselfish with others. You almost always keep things neat and tidy. You worry somewhat. You value art and beauty quite a bit. You find it neither particular hard nor easy to influence people. You are rarely rude to others. You are fairly efficient get things done fairly quickly. You almost never feel sad. You are very complex almost always a deep thinker. You are sometimes full of energy. You are very trusting of others’ intentions. You are somewhat reliable can sometimes be counted on. You usually keep my emotions under control. You have a bit of difficulty imagining things. You are quite talkative. You are fairly warm and caring. You almost never leave a mess almost always clean up. You often feel anxious or afraid. You think poetry and plays are fairly interesting. You can take charge or have others take charge; You don’t mind either way. You are fairly polite courteous to others. You are very persistent almost always work until the task is finished. You rarely feel depressed blue. You have a lot of interest in abstract ideas. You show a fair amount of enthusiasm. You sometimes assume the best about people. You almost never behave irresponsibly. You are not particularly temperamental rarely get emotional. You are quite original often come up with new ideas."
